,state,id,title,url,createdAt,updatedAt,closedAt,labels,number,authorAssociation,author,mergedBy,mergeCommit,deletions,additions,changedFiles,comments,org,repo
287,MERGED,MDExOlB1bGxSZXF1ZXN0MzY5NTg5ODUx,Incorrect behaviour of WSREP_SYNC_WAIT_UPTO_GTID,https://github.com/MariaDB/server/pull/1442,2020-01-31T13:47:17Z,2020-02-05T08:02:34Z,2020-02-05T08:02:33Z,{'edges': []},1442,CONTRIBUTOR,mkaruza,{'login': 'janlindstrom'},{'oid': 'd0c8316bf5a372d8098cdfb9b8e3d4735f58e093'},28,42,4,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-31T13:47:26Z', 'updatedAt': '2020-02-03T19:25:32Z', 'url': 'https://github.com/MariaDB/server/pull/1442#issuecomment-580739744', 'author': {'login': 'claassistantio'}}}]}",MariaDB,server
288,CLOSED,MDExOlB1bGxSZXF1ZXN0MzY4OTQ2NjIy,MDEV-21598 Galera test galera.galera_sst_mysqldump does not take wsrep-new-cluster into account,https://github.com/MariaDB/server/pull/1441,2020-01-30T08:35:59Z,2020-01-30T12:57:05Z,2020-01-30T12:57:04Z,{'edges': []},1441,CONTRIBUTOR,mkaruza,,,3,2,2,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-30T08:36:05Z', 'updatedAt': '2020-01-30T08:59:24Z', 'url': 'https://github.com/MariaDB/server/pull/1441#issuecomment-580141835', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-30T12:57:04Z', 'updatedAt': '2020-01-30T12:57:04Z', 'url': 'https://github.com/MariaDB/server/pull/1441#issuecomment-580240138', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
289,MERGED,MDExOlB1bGxSZXF1ZXN0MzY4MDI4NTY3,Enabling Travis builds for s390x,https://github.com/MariaDB/server/pull/1440,2020-01-28T13:58:40Z,2020-02-25T05:17:18Z,2020-02-24T17:01:52Z,{'edges': [{'node': {'name': 'license-bsd-new'}}]},1440,CONTRIBUTOR,namrata-ibm,{'login': 'vladbogo'},{'oid': 'c12609dd9ed65b245cee2e8b379b1e1f15aadf6a'},97,212,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-28T13:58:55Z', 'updatedAt': '2020-02-11T05:59:27Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-579258180', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-28T14:00:14Z', 'updatedAt': '2020-01-28T14:00:14Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-579258712', 'author': {'login': 'namrata-ibm'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-05T07:59:49Z', 'updatedAt': '2020-02-05T07:59:49Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-582285985', 'author': {'login': 'namrata-ibm'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-07T10:35:01Z', 'updatedAt': '2020-02-07T10:35:01Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-583332097', 'author': {'login': 'vladbogo'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-12T04:39:30Z', 'updatedAt': '2020-02-12T04:39:30Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-585025219', 'author': {'login': 'namrata-ibm'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-18T06:55:55Z', 'updatedAt': '2020-02-18T07:54:15Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-587309895', 'author': {'login': 'namrata-ibm'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-20T06:20:25Z', 'updatedAt': '2020-02-20T06:20:25Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-588630059', 'author': {'login': 'grooverdan'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-24T17:01:37Z', 'updatedAt': '2020-02-24T17:01:37Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-590437105', 'author': {'login': 'vladbogo'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-25T05:17:17Z', 'updatedAt': '2020-02-25T05:17:17Z', 'url': 'https://github.com/MariaDB/server/pull/1440#issuecomment-590688385', 'author': {'login': 'namrata-ibm'}}}]}",MariaDB,server
290,MERGED,MDExOlB1bGxSZXF1ZXN0MzY2ODk4Mzk3,Fix MTR test galera_3nodes_sr.galera_vote_sr,https://github.com/MariaDB/server/pull/1439,2020-01-24T15:47:40Z,2020-03-20T05:26:48Z,2020-03-20T05:26:47Z,{'edges': []},1439,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': 'fcc0b89d521a6aa7c11d1762e64ecd79fe2b2aa9'},44,47,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-24T15:47:59Z', 'updatedAt': '2020-02-03T19:27:07Z', 'url': 'https://github.com/MariaDB/server/pull/1439#issuecomment-578185578', 'author': {'login': 'claassistantio'}}}]}",MariaDB,server
291,MERGED,MDExOlB1bGxSZXF1ZXN0MzY2NDE1OTc4,MDEV-10569: Add RELEASE_ALL_LOCKS function.,https://github.com/MariaDB/server/pull/1438,2020-01-23T15:17:40Z,2020-02-27T10:37:33Z,2020-02-27T10:37:20Z,{'edges': [{'node': {'name': 'license-mca'}}]},1438,CONTRIBUTOR,Daniel-Solo,{'login': 'svoj'},{'oid': '127fee998f7275485aeca91ad82030e6f796d809'},29,237,5,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-23T15:17:52Z', 'updatedAt': '2020-02-26T18:25:59Z', 'url': 'https://github.com/MariaDB/server/pull/1438#issuecomment-577726547', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-27T10:37:33Z', 'updatedAt': '2020-02-27T10:37:33Z', 'url': 'https://github.com/MariaDB/server/pull/1438#issuecomment-591900356', 'author': {'login': 'svoj'}}}]}",MariaDB,server
292,CLOSED,MDExOlB1bGxSZXF1ZXN0MzY0NTQ5MTU4,Add musl-libc build to Travis CI,https://github.com/MariaDB/server/pull/1437,2020-01-19T15:54:13Z,2020-03-10T19:27:33Z,2020-03-10T07:10:44Z,{'edges': []},1437,NONE,J0WI,,,0,4,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-19T15:54:40Z', 'updatedAt': '2020-02-03T19:25:23Z', 'url': 'https://github.com/MariaDB/server/pull/1437#issuecomment-576018628', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-20T10:20:52Z', 'updatedAt': '2020-01-20T10:20:52Z', 'url': 'https://github.com/MariaDB/server/pull/1437#issuecomment-576206088', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-20T15:24:06Z', 'updatedAt': '2020-01-20T15:24:06Z', 'url': 'https://github.com/MariaDB/server/pull/1437#issuecomment-576321310', 'author': {'login': 'J0WI'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-03-10T07:10:43Z', 'updatedAt': '2020-03-10T07:10:43Z', 'url': 'https://github.com/MariaDB/server/pull/1437#issuecomment-596937431', 'author': {'login': 'an3l'}}}]}",MariaDB,server
293,CLOSED,MDExOlB1bGxSZXF1ZXN0MzY0MjAwOTc2,Add ColumnStore storage engine,https://github.com/MariaDB/server/pull/1436,2020-01-17T15:43:25Z,2020-07-03T09:11:17Z,2020-07-03T09:11:16Z,{'edges': []},1436,CONTRIBUTOR,LinuxJedi,,,0,305,16,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-03-26T06:29:03Z', 'updatedAt': '2020-03-26T06:29:03Z', 'url': 'https://github.com/MariaDB/server/pull/1436#issuecomment-604254507', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-07-03T09:11:16Z', 'updatedAt': '2020-07-03T09:11:16Z', 'url': 'https://github.com/MariaDB/server/pull/1436#issuecomment-653442010', 'author': {'login': 'vuvova'}}}]}",MariaDB,server
294,CLOSED,MDExOlB1bGxSZXF1ZXN0MzYzNzUxOTg1,MDEV-17099 Support XA transactions for Galera replication,https://github.com/MariaDB/server/pull/1435,2020-01-16T17:04:28Z,2020-07-21T06:49:56Z,2020-07-21T06:49:56Z,{'edges': []},1435,CONTRIBUTOR,sciascid,,,146,3556,50,"{'edges': [{'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-04T13:51:38Z', 'updatedAt': '2020-02-04T13:51:38Z', 'url': 'https://github.com/MariaDB/server/pull/1435#issuecomment-581918796', 'author': {'login': 'sciascid'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-03-26T06:29:15Z', 'updatedAt': '2020-03-26T06:29:15Z', 'url': 'https://github.com/MariaDB/server/pull/1435#issuecomment-604254572', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-07-21T06:49:56Z', 'updatedAt': '2020-07-21T06:49:56Z', 'url': 'https://github.com/MariaDB/server/pull/1435#issuecomment-661670111', 'author': {'login': 'sciascid'}}}]}",MariaDB,server
295,MERGED,MDExOlB1bGxSZXF1ZXN0MzYyNTk4NTU1,MDEV-21476: auth_socket: add support for illumos with getpeerucred(),https://github.com/MariaDB/server/pull/1434,2020-01-14T12:02:37Z,2020-03-03T10:51:48Z,2020-03-03T10:51:48Z,{'edges': [{'node': {'name': 'license-mca'}}]},1434,CONTRIBUTOR,citrus-it,{'login': 'robertbindar'},{'oid': '8f8cc5f4c2d6882f169b19d670b922844f66150d'},1,45,2,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-14T12:02:43Z', 'updatedAt': '2020-02-03T19:25:21Z', 'url': 'https://github.com/MariaDB/server/pull/1434#issuecomment-574142158', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-14T14:37:36Z', 'updatedAt': '2020-01-14T14:37:36Z', 'url': 'https://github.com/MariaDB/server/pull/1434#issuecomment-574203664', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-14T14:41:56Z', 'updatedAt': '2020-01-14T14:41:56Z', 'url': 'https://github.com/MariaDB/server/pull/1434#issuecomment-574205561', 'author': {'login': 'citrus-it'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-14T14:55:53Z', 'updatedAt': '2020-01-14T14:55:53Z', 'url': 'https://github.com/MariaDB/server/pull/1434#issuecomment-574212172', 'author': {'login': 'an3l'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-03T07:33:47Z', 'updatedAt': '2020-02-03T07:33:47Z', 'url': 'https://github.com/MariaDB/server/pull/1434#issuecomment-581276536', 'author': {'login': 'vuvova'}}}]}",MariaDB,server
296,CLOSED,MDExOlB1bGxSZXF1ZXN0MzYyMTY4MTU1,MDEV-19803 Long semaphore wait error on galera.MW-388,https://github.com/MariaDB/server/pull/1433,2020-01-13T15:10:44Z,2020-01-14T07:12:32Z,2020-01-14T07:12:32Z,{'edges': []},1433,CONTRIBUTOR,sciascid,,,8,6,3,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-13T15:11:16Z', 'updatedAt': '2020-01-13T17:18:45Z', 'url': 'https://github.com/MariaDB/server/pull/1433#issuecomment-573710137', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-14T07:12:32Z', 'updatedAt': '2020-01-14T07:12:32Z', 'url': 'https://github.com/MariaDB/server/pull/1433#issuecomment-574036590', 'author': {'login': 'janlindstrom'}}}]}",MariaDB,server
297,MERGED,MDExOlB1bGxSZXF1ZXN0MzYxNDI5NDc2,Wsrep position not updated in InnoDB after certification failures,https://github.com/MariaDB/server/pull/1432,2020-01-10T12:30:36Z,2020-01-14T05:33:03Z,2020-01-14T05:33:03Z,{'edges': []},1432,CONTRIBUTOR,sciascid,{'login': 'janlindstrom'},{'oid': '2d4b6571ecf15a4382702d26df9439bc5a1005de'},1,278,8,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-01-10T12:31:06Z', 'updatedAt': '2020-01-10T13:10:35Z', 'url': 'https://github.com/MariaDB/server/pull/1432#issuecomment-573017406', 'author': {'login': 'claassistantio'}}}]}",MariaDB,server
298,MERGED,MDExOlB1bGxSZXF1ZXN0MzU4MjA5MTE1,MDEV-20732 Correctly set the length of the FORMAT() result for float data type as argument.,https://github.com/MariaDB/server/pull/1431,2019-12-30T20:30:10Z,2020-01-16T07:46:59Z,2020-01-16T07:46:59Z,{'edges': []},1431,CONTRIBUTOR,tntnatbry,{'login': 'robertbindar'},{'oid': 'f0ca9bc669c742bab5a122e4caddb4b12a8c6c45'},5,28,6,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-30T20:30:26Z', 'updatedAt': '2020-01-15T14:52:17Z', 'url': 'https://github.com/MariaDB/server/pull/1431#issuecomment-569787900', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-15T14:08:59Z', 'updatedAt': '2020-01-15T14:08:59Z', 'url': 'https://github.com/MariaDB/server/pull/1431#issuecomment-574675238', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-15T14:43:35Z', 'updatedAt': '2020-01-15T14:43:35Z', 'url': 'https://github.com/MariaDB/server/pull/1431#issuecomment-574690285', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-15T17:31:07Z', 'updatedAt': '2020-01-15T17:31:07Z', 'url': 'https://github.com/MariaDB/server/pull/1431#issuecomment-574768177', 'author': {'login': 'tntnatbry'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-16T07:46:41Z', 'updatedAt': '2020-01-16T07:46:41Z', 'url': 'https://github.com/MariaDB/server/pull/1431#issuecomment-575026250', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
299,CLOSED,MDExOlB1bGxSZXF1ZXN0MzU0NTE0Njc3,MDEV-21348: Fix for memory leak in Storage-Engine Independent Column Compression,https://github.com/MariaDB/server/pull/1429,2019-12-18T09:34:00Z,2020-04-01T21:08:40Z,2020-04-01T21:08:40Z,{'edges': [{'node': {'name': 'license-mca'}}]},1429,NONE,mbroenland,,,11,33,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2020-03-26T06:29:19Z', 'updatedAt': '2020-03-26T06:29:19Z', 'url': 'https://github.com/MariaDB/server/pull/1429#issuecomment-604254599', 'author': {'login': 'CLAassistant'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-04-01T21:08:40Z', 'updatedAt': '2020-04-01T21:08:40Z', 'url': 'https://github.com/MariaDB/server/pull/1429#issuecomment-607490724', 'author': {'login': 'svoj'}}}]}",MariaDB,server
300,MERGED,MDExOlB1bGxSZXF1ZXN0MzUwMzk1MTMx,MDEV-21248: Prevent optimizing out buf argument in check_stack_overrun.,https://github.com/MariaDB/server/pull/1424,2019-12-08T09:54:16Z,2020-02-08T05:01:31Z,2020-02-08T04:50:02Z,{'edges': [{'node': {'name': 'license-mca'}}]},1424,CONTRIBUTOR,marxin,{'login': 'an3l'},{'oid': '35c277851972267d4d020126ab8f893c4b17dd36'},2,11,1,"{'edges': [{'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-08T09:55:02Z', 'updatedAt': '2020-02-03T19:25:52Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-562929756', 'author': {'login': 'claassistantio'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-11T11:31:41Z', 'updatedAt': '2019-12-11T11:31:41Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564500259', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T11:57:43Z', 'updatedAt': '2019-12-11T11:57:43Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564508327', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-11T12:19:04Z', 'updatedAt': '2019-12-11T12:19:04Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564515081', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T12:22:37Z', 'updatedAt': '2019-12-11T12:22:37Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564516264', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-11T12:38:10Z', 'updatedAt': '2019-12-11T12:38:10Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564521429', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-11T13:41:23Z', 'updatedAt': '2019-12-11T13:41:23Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564545527', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T13:55:04Z', 'updatedAt': '2019-12-11T13:55:04Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564552061', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T14:06:55Z', 'updatedAt': '2019-12-11T14:06:55Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564557615', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-11T14:08:00Z', 'updatedAt': '2019-12-11T14:08:00Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564558102', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2019-12-11T14:10:05Z', 'updatedAt': '2019-12-11T14:10:05Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564558978', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T14:10:45Z', 'updatedAt': '2019-12-11T14:10:45Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564559291', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T14:12:01Z', 'updatedAt': '2019-12-11T14:12:01Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564559878', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-11T14:46:38Z', 'updatedAt': '2019-12-11T14:46:38Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564577938', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-11T14:48:01Z', 'updatedAt': '2019-12-11T14:48:01Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564578660', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-11T16:31:04Z', 'updatedAt': '2019-12-11T16:31:04Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-564625426', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-02T08:30:43Z', 'updatedAt': '2020-01-02T08:30:43Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-570143990', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-01-29T10:08:31Z', 'updatedAt': '2020-01-29T10:08:31Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-579684401', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-05T19:43:48Z', 'updatedAt': '2020-02-05T19:43:48Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582578420', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T10:55:31Z', 'updatedAt': '2020-02-06T10:55:31Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582848745', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-06T11:11:13Z', 'updatedAt': '2020-02-06T11:11:13Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582855013', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T11:18:36Z', 'updatedAt': '2020-02-06T11:18:36Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582857915', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-06T12:44:55Z', 'updatedAt': '2020-02-06T12:44:55Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582889425', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T12:54:51Z', 'updatedAt': '2020-02-06T12:54:51Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582892913', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-06T13:00:43Z', 'updatedAt': '2020-02-06T13:00:43Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582894925', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T13:50:18Z', 'updatedAt': '2020-02-06T13:50:18Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-582914017', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-06T18:12:38Z', 'updatedAt': '2020-02-06T18:13:43Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583037638', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T19:48:08Z', 'updatedAt': '2020-02-06T19:48:08Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583078445', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-06T20:03:19Z', 'updatedAt': '2020-02-06T20:03:19Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583084681', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T20:33:09Z', 'updatedAt': '2020-02-06T20:33:09Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583097397', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-02-06T20:52:08Z', 'updatedAt': '2020-02-06T20:52:08Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583104954', 'author': {'login': 'vaintroub'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-06T21:19:57Z', 'updatedAt': '2020-02-06T21:19:57Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583115879', 'author': {'login': 'marxin'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-06T21:26:34Z', 'updatedAt': '2020-02-06T21:26:34Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583118512', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'NONE', 'createdAt': '2020-02-07T12:47:15Z', 'updatedAt': '2020-02-07T12:50:38Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583375412', 'author': {'login': 'svoj'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2020-02-08T05:01:31Z', 'updatedAt': '2020-02-08T05:01:31Z', 'url': 'https://github.com/MariaDB/server/pull/1424#issuecomment-583703344', 'author': {'login': 'an3l'}}}]}",MariaDB,server
301,CLOSED,MDExOlB1bGxSZXF1ZXN0MzQ5MjY5NTc1,MDEV-21227: Use get_ident_len in heartbeat event error messages,https://github.com/MariaDB/server/pull/1422,2019-12-05T06:00:20Z,2020-01-13T13:13:16Z,2020-01-13T13:13:16Z,{'edges': []},1422,CONTRIBUTOR,markus456,,,2,2,1,"{'edges': [{'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-13T09:27:10Z', 'updatedAt': '2019-12-13T09:27:10Z', 'url': 'https://github.com/MariaDB/server/pull/1422#issuecomment-565367925', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'CONTRIBUTOR', 'createdAt': '2019-12-13T09:29:46Z', 'updatedAt': '2019-12-13T09:30:05Z', 'url': 'https://github.com/MariaDB/server/pull/1422#issuecomment-565368840', 'author': {'login': 'markus456'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2019-12-17T14:49:58Z', 'updatedAt': '2019-12-17T14:49:58Z', 'url': 'https://github.com/MariaDB/server/pull/1422#issuecomment-566573821', 'author': {'login': 'robertbindar'}}}, {'node': {'authorAssociation': 'MEMBER', 'createdAt': '2020-01-13T13:13:16Z', 'updatedAt': '2020-01-13T13:13:16Z', 'url': 'https://github.com/MariaDB/server/pull/1422#issuecomment-573656439', 'author': {'login': 'robertbindar'}}}]}",MariaDB,server
